,EmployeeNo,Promoted_or_Not
1068,YAK/S/03774,1
1069,YAK/S/03777,1
1070,YAK/S/03778,1
1071,YAK/S/03779,1
1072,YAK/S/03781,1
1073,YAK/S/03783,1
1074,YAK/S/03785,1
1075,YAK/S/03789,1
1076,YAK/S/03793,1
1077,YAK/S/03795,1
1078,YAK/S/03796,1
1079,YAK/S/03800,1
1080,YAK/S/03801,1
1081,YAK/S/03802,1
1082,YAK/S/03806,1
1083,YAK/S/03822,1
1084,YAK/S/03824,1
1085,YAK/S/03835,1
1086,YAK/S/03836,1
1087,YAK/S/03838,1
1088,YAK/S/03845,1
1089,YAK/S/03847,1
1090,YAK/S/03848,1
1091,YAK/S/03855,1
1092,YAK/S/03857,1
1093,YAK/S/03859,1
1094,YAK/S/03862,1
1095,YAK/S/03874,1
1096,YAK/S/03878,1
1097,YAK/S/03879,1
1098,YAK/S/03880,1
1099,YAK/S/03882,1
1100,YAK/S/03885,1
1101,YAK/S/03892,1
1102,YAK/S/03893,1
1103,YAK/S/03894,1
1104,YAK/S/03899,1
1105,YAK/S/03900,1
1106,YAK/S/03905,1
1107,YAK/S/03906,1
1108,YAK/S/03907,1
1109,YAK/S/03908,1
1110,YAK/S/03912,1
1111,YAK/S/03917,1
1112,YAK/S/03919,1
1113,YAK/S/03925,1
1114,YAK/S/03935,1
1115,YAK/S/03938,1
1116,YAK/S/03939,1
1117,YAK/S/03942,1
1118,YAK/S/03945,1
1119,YAK/S/03947,1
1120,YAK/S/03952,1
1121,YAK/S/03953,1
1122,YAK/S/03958,1
1123,YAK/S/03967,1
1124,YAK/S/03968,1
1125,YAK/S/03969,1
1126,YAK/S/03974,1
1127,YAK/S/03975,1
1128,YAK/S/03980,1
1129,YAK/S/03982,1
1130,YAK/S/03989,1
1131,YAK/S/03992,1
1132,YAK/S/03995,1
1133,YAK/S/04015,1
1134,YAK/S/04016,1
1135,YAK/S/04019,1
1136,YAK/S/04020,1
1137,YAK/S/04022,1
1138,YAK/S/04025,1
1139,YAK/S/04028,1
1140,YAK/S/04038,1
1141,YAK/S/04042,1
1142,YAK/S/04043,1
1143,YAK/S/04045,1
1144,YAK/S/04050,1
1145,YAK/S/04053,1
1146,YAK/S/04061,1
1147,YAK/S/04064,1
1148,YAK/S/04065,1
1149,YAK/S/04069,1
1150,YAK/S/04070,1
1151,YAK/S/04073,1
1152,YAK/S/04078,1
1153,YAK/S/04081,1
1154,YAK/S/04082,1
1155,YAK/S/04083,1
1156,YAK/S/04084,1
1157,YAK/S/04094,1
1158,YAK/S/04096,1
1159,YAK/S/04100,1
1160,YAK/S/04102,1
1161,YAK/S/04103,1
1162,YAK/S/04104,1
1163,YAK/S/04109,1
1164,YAK/S/04110,1
1165,YAK/S/04117,1
1166,YAK/S/04120,1
1167,YAK/S/04121,1
1168,YAK/S/04122,1
1169,YAK/S/04123,1
1170,YAK/S/04124,1
1171,YAK/S/04125,1
1172,YAK/S/04135,1
1173,YAK/S/04146,1
1174,YAK/S/04150,1
1175,YAK/S/04151,1
1176,YAK/S/04154,1
1177,YAK/S/04162,1
1178,YAK/S/04163,1
1179,YAK/S/04166,1
1180,YAK/S/04169,1
1181,YAK/S/04176,1
1182,YAK/S/04178,1
1183,YAK/S/04179,1
1184,YAK/S/04186,1
1185,YAK/S/04189,1
1186,YAK/S/04191,1
1187,YAK/S/04193,1
1188,YAK/S/04195,1
1189,YAK/S/04200,1
1190,YAK/S/04202,1
1191,YAK/S/04203,1
1192,YAK/S/04206,1
1193,YAK/S/04208,1
1194,YAK/S/04210,1
1195,YAK/S/04211,1
1196,YAK/S/04212,1
1197,YAK/S/04218,1
1198,YAK/S/04223,1
1199,YAK/S/04227,1
1200,YAK/S/04229,1
1201,YAK/S/04233,1
1202,YAK/S/04234,1
1203,YAK/S/04235,1
1204,YAK/S/04242,1
1205,YAK/S/04244,1
1206,YAK/S/04252,1
1207,YAK/S/04256,1
1208,YAK/S/04257,1
1209,YAK/S/04260,1
1210,YAK/S/04262,1
1211,YAK/S/04264,1
1212,YAK/S/04269,1
1213,YAK/S/04271,1
1214,YAK/S/04274,1
1215,YAK/S/04280,1
1216,YAK/S/04281,1
1217,YAK/S/04282,1
1218,YAK/S/04283,1
1219,YAK/S/04290,1
1220,YAK/S/04292,1
1221,YAK/S/04293,1
1222,YAK/S/04295,1
1223,YAK/S/04296,1
1224,YAK/S/04305,1
1225,YAK/S/04310,1
1226,YAK/S/04311,1
1227,YAK/S/04312,1
1228,YAK/S/04319,1
1229,YAK/S/04320,1
1230,YAK/S/04323,1
1231,YAK/S/04324,1
1232,YAK/S/04326,1
1233,YAK/S/04330,1
1234,YAK/S/04338,1
1235,YAK/S/04339,1
1236,YAK/S/04340,1
1237,YAK/S/04342,1
1238,YAK/S/04357,1
1239,YAK/S/04366,1
1240,YAK/S/04369,1
1241,YAK/S/04374,1
1242,YAK/S/04375,1
1243,YAK/S/04376,1
1244,YAK/S/04385,1
1245,YAK/S/04394,1
1246,YAK/S/04398,1
1247,YAK/S/04400,1
1248,YAK/S/04401,1
1249,YAK/S/04402,1
1250,YAK/S/04406,1
1251,YAK/S/04409,1
1252,YAK/S/04410,1
1253,YAK/S/04412,1
1254,YAK/S/04413,1
1255,YAK/S/04414,1
1256,YAK/S/04416,1
1257,YAK/S/04417,1
1258,YAK/S/04420,1
1259,YAK/S/04422,1
1260,YAK/S/04424,1
1261,YAK/S/04430,1
1262,YAK/S/04433,1
1263,YAK/S/04435,1
1264,YAK/S/04436,1
1265,YAK/S/04439,1
1266,YAK/S/04442,1
1267,YAK/S/04443,1
1268,YAK/S/04447,1
1269,YAK/S/04450,1
1270,YAK/S/04456,1
1271,YAK/S/04458,1
1272,YAK/S/04459,1
1273,YAK/S/04460,1
1274,YAK/S/04461,1
1275,YAK/S/04464,1
1276,YAK/S/04465,1
1277,YAK/S/04467,1
1278,YAK/S/04474,1
1279,YAK/S/04478,1
1280,YAK/S/04479,1
1281,YAK/S/04482,1
1282,YAK/S/04486,1
1283,YAK/S/04489,1
1284,YAK/S/04492,1
1285,YAK/S/04493,1
1286,YAK/S/04494,1
1287,YAK/S/04499,1
1288,YAK/S/04507,1
1289,YAK/S/04516,1
1290,YAK/S/04519,1
1291,YAK/S/04521,1
1292,YAK/S/04522,1
1293,YAK/S/04524,1
1294,YAK/S/04526,1
1295,YAK/S/04536,1
1296,YAK/S/04538,1
1297,YAK/S/04540,1
1298,YAK/S/04543,1
1299,YAK/S/04544,1
1300,YAK/S/04547,1
1301,YAK/S/04552,1
1302,YAK/S/04553,1
1303,YAK/S/04561,1
1304,YAK/S/04563,1
1305,YAK/S/04564,1
1306,YAK/S/04567,1
1307,YAK/S/04570,1
1308,YAK/S/04571,1
1309,YAK/S/04572,1
1310,YAK/S/04584,1
1311,YAK/S/04592,1
1312,YAK/S/04596,1
1313,YAK/S/04598,1
1314,YAK/S/04599,1
1315,YAK/S/04608,1
1316,YAK/S/04609,1
1317,YAK/S/04611,1
1318,YAK/S/04613,1
1319,YAK/S/04619,1
1320,YAK/S/04622,1
1321,YAK/S/04625,1
1322,YAK/S/04626,1
1323,YAK/S/04628,1
1324,YAK/S/04629,1
1325,YAK/S/04632,1
1326,YAK/S/04633,1
1327,YAK/S/04634,1
1328,YAK/S/04635,1
1329,YAK/S/04637,1
1330,YAK/S/04641,1
1331,YAK/S/04642,1
1332,YAK/S/04649,1
1333,YAK/S/04650,1
1334,YAK/S/04653,1
1335,YAK/S/04654,1
1336,YAK/S/04657,1
1337,YAK/S/04658,1
1338,YAK/S/04660,1
1339,YAK/S/04661,1
1340,YAK/S/04663,1
1341,YAK/S/04675,1
1342,YAK/S/04678,1
1343,YAK/S/04679,1
1344,YAK/S/04682,1
1345,YAK/S/04688,1
1346,YAK/S/04694,1
1347,YAK/S/04698,1
1348,YAK/S/04704,1
1349,YAK/S/04707,1
1350,YAK/S/04708,1
1351,YAK/S/04712,1
1352,YAK/S/04714,1
1353,YAK/S/04718,1
1354,YAK/S/04719,1
1355,YAK/S/04720,1
1356,YAK/S/04721,1
1357,YAK/S/04724,1
1358,YAK/S/04725,1
1359,YAK/S/04727,1
1360,YAK/S/04730,1
1361,YAK/S/04738,1
1362,YAK/S/04743,1
1363,YAK/S/04744,1
1364,YAK/S/04745,1
1365,YAK/S/04750,1
1366,YAK/S/04751,1
1367,YAK/S/04752,1
1368,YAK/S/04753,1
1369,YAK/S/04756,1
1370,YAK/S/04757,1
1371,YAK/S/04759,1
1372,YAK/S/04760,1
1373,YAK/S/04764,1
1374,YAK/S/04771,1
1375,YAK/S/04773,1
1376,YAK/S/04778,1
1377,YAK/S/04784,1
1378,YAK/S/04786,1
1379,YAK/S/04791,1
1380,YAK/S/04795,1
1381,YAK/S/04796,1
1382,YAK/S/04799,1
1383,YAK/S/04800,1
1384,YAK/S/04803,1
1385,YAK/S/04804,1
1386,YAK/S/04805,1
1387,YAK/S/04806,1
1388,YAK/S/04812,1
1389,YAK/S/04813,1
1390,YAK/S/04816,1
1391,YAK/S/04821,1
1392,YAK/S/04822,1
1393,YAK/S/04828,1
1394,YAK/S/04829,1
1395,YAK/S/04836,1
1396,YAK/S/04845,1
1397,YAK/S/04846,1
1398,YAK/S/04858,1
1399,YAK/S/04859,1
1400,YAK/S/04860,1
1401,YAK/S/04861,1
1402,YAK/S/04863,1
1403,YAK/S/04865,1
1404,YAK/S/04867,1
1405,YAK/S/04868,1
1406,YAK/S/04869,1
1407,YAK/S/04870,1
1408,YAK/S/04872,1
1409,YAK/S/04879,1
1410,YAK/S/04880,1
1411,YAK/S/04881,1
1412,YAK/S/04885,1
1413,YAK/S/04886,1
1414,YAK/S/04888,1
1415,YAK/S/04889,1
1416,YAK/S/04890,1
1417,YAK/S/04893,1
1418,YAK/S/04894,1
1419,YAK/S/04895,1
1420,YAK/S/04897,1
1421,YAK/S/04901,1
1422,YAK/S/04904,1
1423,YAK/S/04905,1
1424,YAK/S/04909,1
1425,YAK/S/04910,1
1426,YAK/S/04913,1
1427,YAK/S/04914,1
1428,YAK/S/04915,1
1429,YAK/S/04922,1
1430,YAK/S/04927,1
1431,YAK/S/04938,1
1432,YAK/S/04939,1
1433,YAK/S/04941,1
1434,YAK/S/04945,1
1435,YAK/S/04949,1
1436,YAK/S/04957,1
1437,YAK/S/04960,1
1438,YAK/S/04967,1
1439,YAK/S/04970,1
1440,YAK/S/04971,1
1441,YAK/S/04982,1
1442,YAK/S/04983,1
1443,YAK/S/04984,1
1444,YAK/S/04993,1
1445,YAK/S/04995,1
1446,YAK/S/04996,1
1447,YAK/S/05001,1
1448,YAK/S/05003,1
1449,YAK/S/05005,1
1450,YAK/S/05014,1
1451,YAK/S/05018,1
1452,YAK/S/05019,1
1453,YAK/S/05022,1
1454,YAK/S/05028,1
1455,YAK/S/05030,1
1456,YAK/S/05032,1
1457,YAK/S/05035,1
1458,YAK/S/05036,1
1459,YAK/S/05039,1
1460,YAK/S/05042,1
1461,YAK/S/05043,1
1462,YAK/S/05055,1
1463,YAK/S/05058,1
1464,YAK/S/05062,1
1465,YAK/S/05065,1
1466,YAK/S/05066,1
1467,YAK/S/05067,1
1468,YAK/S/05077,1
1469,YAK/S/05078,1
1470,YAK/S/05081,1
1471,YAK/S/05082,1
1472,YAK/S/05085,1
1473,YAK/S/05086,1
1474,YAK/S/05092,1
1475,YAK/S/05098,1
1476,YAK/S/05099,1
1477,YAK/S/05102,1
1478,YAK/S/05104,1
1479,YAK/S/05106,1
1480,YAK/S/05109,1
1481,YAK/S/05110,1
1482,YAK/S/05111,1
1483,YAK/S/05112,1
1484,YAK/S/05115,1
1485,YAK/S/05116,1
1486,YAK/S/05120,1
1487,YAK/S/05128,1
1488,YAK/S/05130,1
1489,YAK/S/05131,1
1490,YAK/S/05133,1
1491,YAK/S/05137,1
1492,YAK/S/05139,1
1493,YAK/S/05141,1
1494,YAK/S/05144,1
1495,YAK/S/05146,1
1496,YAK/S/05151,1
1497,YAK/S/05153,1
1498,YAK/S/05163,1
1499,YAK/S/05165,1
1500,YAK/S/05167,1
1501,YAK/S/05170,1
1502,YAK/S/05173,1
1503,YAK/S/05176,1
1504,YAK/S/05185,1
1505,YAK/S/05186,1
1506,YAK/S/05191,1
1507,YAK/S/05195,1
1508,YAK/S/05196,1
1509,YAK/S/05197,1
1510,YAK/S/05199,1
1511,YAK/S/05201,1
1512,YAK/S/05204,1
1513,YAK/S/05205,1
1514,YAK/S/05206,1
1515,YAK/S/05211,1
1516,YAK/S/05212,1
1517,YAK/S/05213,1
1518,YAK/S/05214,1
1519,YAK/S/05215,1
1520,YAK/S/05219,1
1521,YAK/S/05224,1
1522,YAK/S/05226,1
1523,YAK/S/05227,1
1524,YAK/S/05232,1
1525,YAK/S/05233,1
1526,YAK/S/05234,1
1527,YAK/S/05236,1
1528,YAK/S/05237,1
1529,YAK/S/05238,1
1530,YAK/S/05242,1
1531,YAK/S/05246,1
1532,YAK/S/05249,1
1533,YAK/S/05250,1
1534,YAK/S/05252,1
1535,YAK/S/05255,1
1536,YAK/S/05257,1
1537,YAK/S/05260,1
1538,YAK/S/05271,1
1539,YAK/S/05274,1
1540,YAK/S/05275,1
1541,YAK/S/05277,1
1542,YAK/S/05282,1
1543,YAK/S/05285,1
1544,YAK/S/05289,1
1545,YAK/S/05296,1
1546,YAK/S/05297,1
1547,YAK/S/05299,1
1548,YAK/S/05300,1
1549,YAK/S/05301,1
1550,YAK/S/05305,1
1551,YAK/S/05311,1
1552,YAK/S/05313,1
1553,YAK/S/05317,1
1554,YAK/S/05318,1
1555,YAK/S/05320,1
1556,YAK/S/05324,1
1557,YAK/S/05325,1
1558,YAK/S/05326,1
1559,YAK/S/05330,1
1560,YAK/S/05341,1
1561,YAK/S/05342,1
1562,YAK/S/05345,1
1563,YAK/S/05350,1
1564,YAK/S/05351,1
1565,YAK/S/05352,1
1566,YAK/S/05360,1
1567,YAK/S/05366,1
1568,YAK/S/05367,1
1569,YAK/S/05375,1
1570,YAK/S/05380,1
1571,YAK/S/05382,1
1572,YAK/S/05384,1
1573,YAK/S/05392,1
1574,YAK/S/05394,1
1575,YAK/S/05404,1
1576,YAK/S/05406,1
1577,YAK/S/05407,1
1578,YAK/S/05414,1
1579,YAK/S/05416,1
1580,YAK/S/05418,1
1581,YAK/S/05420,1
1582,YAK/S/05423,1
1583,YAK/S/05427,1
1584,YAK/S/05432,1
1585,YAK/S/05436,1
1586,YAK/S/05439,1
1587,YAK/S/05443,1
1588,YAK/S/05444,1
1589,YAK/S/05449,1
1590,YAK/S/05450,1
1591,YAK/S/05453,1
1592,YAK/S/05455,1
1593,YAK/S/05462,1
1594,YAK/S/05471,1
1595,YAK/S/05472,1
1596,YAK/S/05474,1
1597,YAK/S/05480,1
1598,YAK/S/05486,1
1599,YAK/S/05490,1
1600,YAK/S/05497,1
1601,YAK/S/05500,1
1602,YAK/S/05504,1
1603,YAK/S/05518,1
1604,YAK/S/05520,1
1605,YAK/S/05521,1
1606,YAK/S/05525,1
1607,YAK/S/05531,1
1608,YAK/S/05535,1
1609,YAK/S/05543,1
1610,YAK/S/05549,1
1611,YAK/S/05556,1
1612,YAK/S/05561,1
1613,YAK/S/05562,1
1614,YAK/S/05563,1
1615,YAK/S/05575,1
1616,YAK/S/05578,1
1617,YAK/S/05579,1
1618,YAK/S/05584,1
1619,YAK/S/05587,1
1620,YAK/S/05590,1
1621,YAK/S/05598,1
1622,YAK/S/05599,1
1623,YAK/S/05603,1
1624,YAK/S/05606,1
1625,YAK/S/05609,1
1626,YAK/S/05613,1
1627,YAK/S/05623,1
1628,YAK/S/05624,1
1629,YAK/S/05626,1
1630,YAK/S/05631,1
1631,YAK/S/05636,1
1632,YAK/S/05638,1
1633,YAK/S/05641,1
1634,YAK/S/05642,1
1635,YAK/S/05643,1
1636,YAK/S/05645,1
1637,YAK/S/05647,1
1638,YAK/S/05651,1
1639,YAK/S/05652,1
1640,YAK/S/05653,1
1641,YAK/S/05656,1
1642,YAK/S/05659,1
1643,YAK/S/05670,1
1644,YAK/S/05672,1
1645,YAK/S/05676,1
1646,YAK/S/05677,1
1647,YAK/S/05679,1
1648,YAK/S/05684,1
1649,YAK/S/05690,1
1650,YAK/S/05692,1
1651,YAK/S/05696,1
1652,YAK/S/05701,1
1653,YAK/S/05704,1
1654,YAK/S/05706,1
1655,YAK/S/05709,1
1656,YAK/S/05717,1
1657,YAK/S/05724,1
1658,YAK/S/05726,1
1659,YAK/S/05729,1
1660,YAK/S/05732,1
1661,YAK/S/05736,1
1662,YAK/S/05738,1
1663,YAK/S/05741,1
1664,YAK/S/05746,1
1665,YAK/S/05752,1
1666,YAK/S/05753,1
1667,YAK/S/05758,1
1668,YAK/S/05763,1
1669,YAK/S/05765,1
1670,YAK/S/05769,1
1671,YAK/S/05770,1
1672,YAK/S/05772,1
1673,YAK/S/05785,1
1674,YAK/S/05786,1
1675,YAK/S/05787,1
1676,YAK/S/05793,1
1677,YAK/S/05797,1
1678,YAK/S/05798,1
1679,YAK/S/05800,1
1680,YAK/S/05802,1
1681,YAK/S/05819,1
1682,YAK/S/05823,1
1683,YAK/S/05824,1
1684,YAK/S/05828,1
1685,YAK/S/05831,1
1686,YAK/S/05832,1
1687,YAK/S/05842,1
1688,YAK/S/05843,1
1689,YAK/S/05844,1
1690,YAK/S/05846,1
1691,YAK/S/05848,1
1692,YAK/S/05849,1
1693,YAK/S/05858,1
1694,YAK/S/05867,1
1695,YAK/S/05873,1
1696,YAK/S/05882,1
1697,YAK/S/05884,1
1698,YAK/S/05887,1
1699,YAK/S/05888,1
1700,YAK/S/05891,1
1701,YAK/S/05893,1
1702,YAK/S/05894,1
1703,YAK/S/05904,1
1704,YAK/S/05905,1
1705,YAK/S/05906,1
1706,YAK/S/05908,1
1707,YAK/S/05911,1
1708,YAK/S/05915,1
1709,YAK/S/05917,1
1710,YAK/S/05922,1
1711,YAK/S/05923,1
1712,YAK/S/05925,1
1713,YAK/S/05929,1
1714,YAK/S/05939,1
1715,YAK/S/05940,1
1716,YAK/S/05942,1
1717,YAK/S/05944,1
1718,YAK/S/05946,1
1719,YAK/S/05949,1
1720,YAK/S/05952,1
1721,YAK/S/05954,1
1722,YAK/S/05960,1
1723,YAK/S/05964,1
1724,YAK/S/05971,1
1725,YAK/S/05972,1
1726,YAK/S/05975,1
1727,YAK/S/05976,1
1728,YAK/S/05979,1
1729,YAK/S/05981,1
1730,YAK/S/05983,1
1731,YAK/S/05984,1
1732,YAK/S/05985,1
1733,YAK/S/05988,1
1734,YAK/S/05996,1
1735,YAK/S/06001,1
1736,YAK/S/06007,1
1737,YAK/S/06018,1
1738,YAK/S/06022,1
1739,YAK/S/06027,1
1740,YAK/S/06028,1
1741,YAK/S/06029,1
1742,YAK/S/06030,1
1743,YAK/S/06032,1
1744,YAK/S/06035,1
1745,YAK/S/06041,1
1746,YAK/S/06050,1
1747,YAK/S/06052,1
1748,YAK/S/06057,1
1749,YAK/S/06058,1
1750,YAK/S/06061,1
1751,YAK/S/06063,1
1752,YAK/S/06066,1
1753,YAK/S/06068,1
1754,YAK/S/06069,1
1755,YAK/S/06073,1
1756,YAK/S/06074,1
1757,YAK/S/06076,1
1758,YAK/S/06079,1
1759,YAK/S/06081,1
1760,YAK/S/06082,1
1761,YAK/S/06087,1
1762,YAK/S/06097,1
1763,YAK/S/06098,1
1764,YAK/S/06099,1
1765,YAK/S/06101,1
1766,YAK/S/06102,1
1767,YAK/S/06103,1
1768,YAK/S/06108,1
1769,YAK/S/06110,1
1770,YAK/S/06111,1
1771,YAK/S/06112,1
1772,YAK/S/06114,1
1773,YAK/S/06116,1
1774,YAK/S/06117,1
1775,YAK/S/06121,1
1776,YAK/S/06128,1
1777,YAK/S/06132,1
1778,YAK/S/06138,1
1779,YAK/S/06152,1
1780,YAK/S/06153,1
1781,YAK/S/06154,1
1782,YAK/S/06158,1
1783,YAK/S/06165,1
1784,YAK/S/06168,1
1785,YAK/S/06172,1
1786,YAK/S/06173,1
1787,YAK/S/06174,1
1788,YAK/S/06175,1
1789,YAK/S/06178,1
1790,YAK/S/06180,1
1791,YAK/S/06183,1
1792,YAK/S/06185,1
1793,YAK/S/06192,1
1794,YAK/S/06193,1
1795,YAK/S/06195,1
1796,YAK/S/06203,1
1797,YAK/S/06204,1
1798,YAK/S/06207,1
1799,YAK/S/06210,1
1800,YAK/S/06212,1
1801,YAK/S/06218,1
1802,YAK/S/06219,1
1803,YAK/S/06220,1
1804,YAK/S/06226,1
1805,YAK/S/06228,1
1806,YAK/S/06234,1
1807,YAK/S/06236,1
1808,YAK/S/06240,1
1809,YAK/S/06244,1
1810,YAK/S/06246,1
1811,YAK/S/06253,1
1812,YAK/S/06257,1
1813,YAK/S/06259,1
1814,YAK/S/06262,1
1815,YAK/S/06267,1
1816,YAK/S/06271,1
1817,YAK/S/06274,1
1818,YAK/S/06278,1
1819,YAK/S/06281,1
1820,YAK/S/06284,1
1821,YAK/S/06287,1
1822,YAK/S/06288,1
1823,YAK/S/06289,1
1824,YAK/S/06292,1
1825,YAK/S/06293,1
1826,YAK/S/06294,1
1827,YAK/S/06298,1
1828,YAK/S/06299,1
1829,YAK/S/06300,1
1830,YAK/S/06301,1
1831,YAK/S/06305,1
1832,YAK/S/06314,1
1833,YAK/S/06315,1
1834,YAK/S/06316,1
1835,YAK/S/06317,1
1836,YAK/S/06320,1
1837,YAK/S/06325,1
1838,YAK/S/06330,1
1839,YAK/S/06335,1
1840,YAK/S/06341,1
1841,YAK/S/06344,1
1842,YAK/S/06350,1
1843,YAK/S/06352,1
1844,YAK/S/06353,1
1845,YAK/S/06355,1
1846,YAK/S/06357,1
1847,YAK/S/06360,1
1848,YAK/S/06361,1
1849,YAK/S/06363,1
1850,YAK/S/06366,1
1851,YAK/S/06368,1
1852,YAK/S/06386,1
1853,YAK/S/06388,1
1854,YAK/S/06391,1
1855,YAK/S/06397,1
1856,YAK/S/06406,1
1857,YAK/S/06411,1
1858,YAK/S/06416,1
1859,YAK/S/06417,1
1860,YAK/S/06421,1
1861,YAK/S/06424,1
1862,YAK/S/06425,1
1863,YAK/S/06427,1
1864,YAK/S/06433,1
1865,YAK/S/06434,1
1866,YAK/S/06441,1
1867,YAK/S/06446,1
1868,YAK/S/06451,1
1869,YAK/S/06459,1
1870,YAK/S/06461,1
1871,YAK/S/06464,1
1872,YAK/S/06466,1
1873,YAK/S/06468,1
1874,YAK/S/06470,1
1875,YAK/S/06476,1
1876,YAK/S/06477,1
1877,YAK/S/06479,1
1878,YAK/S/06481,1
1879,YAK/S/06486,1
1880,YAK/S/06487,1
1881,YAK/S/06490,1
1882,YAK/S/06492,1
1883,YAK/S/06510,1
1884,YAK/S/06514,1
1885,YAK/S/06515,1
1886,YAK/S/06519,1
1887,YAK/S/06522,1
1888,YAK/S/06528,1
1889,YAK/S/06532,1
1890,YAK/S/06534,1
1891,YAK/S/06535,1
1892,YAK/S/06538,1
1893,YAK/S/06540,1
1894,YAK/S/06541,1
1895,YAK/S/06543,1
1896,YAK/S/06545,1
1897,YAK/S/06548,1
1898,YAK/S/06551,1
1899,YAK/S/06560,1
1900,YAK/S/06561,1
1901,YAK/S/06562,1
1902,YAK/S/06563,1
1903,YAK/S/06567,1
1904,YAK/S/06570,1
1905,YAK/S/06572,1
1906,YAK/S/06573,1
1907,YAK/S/06575,1
1908,YAK/S/06579,1
1909,YAK/S/06581,1
1910,YAK/S/06582,1
1911,YAK/S/06583,1
1912,YAK/S/06586,1
1913,YAK/S/06588,1
1914,YAK/S/06589,1
1915,YAK/S/06591,1
1916,YAK/S/06595,1
1917,YAK/S/06596,1
1918,YAK/S/06603,1
1919,YAK/S/06604,1
1920,YAK/S/06607,1
1921,YAK/S/06618,1
1922,YAK/S/06620,1
1923,YAK/S/06626,1
1924,YAK/S/06633,1
1925,YAK/S/06639,1
1926,YAK/S/06641,1
1927,YAK/S/06644,1
1928,YAK/S/06652,1
1929,YAK/S/06653,1
1930,YAK/S/06659,1
1931,YAK/S/06663,1
1932,YAK/S/06666,1
1933,YAK/S/06670,1
1934,YAK/S/06673,1
1935,YAK/S/06682,1
1936,YAK/S/06683,1
1937,YAK/S/06685,1
1938,YAK/S/06690,1
1939,YAK/S/06691,1
1940,YAK/S/06692,1
1941,YAK/S/06694,1
1942,YAK/S/06697,1
1943,YAK/S/06698,1
1944,YAK/S/06707,1
1945,YAK/S/06711,1
1946,YAK/S/06714,1
1947,YAK/S/06715,1
1948,YAK/S/06717,1
1949,YAK/S/06719,1
1950,YAK/S/06722,1
1951,YAK/S/06727,1
1952,YAK/S/06729,1
1953,YAK/S/06732,1
1954,YAK/S/06734,1
1955,YAK/S/06740,1
1956,YAK/S/06743,1
1957,YAK/S/06744,1
1958,YAK/S/06746,1
1959,YAK/S/06747,1
1960,YAK/S/06748,1
1961,YAK/S/06753,1
1962,YAK/S/06754,1
1963,YAK/S/06755,1
1964,YAK/S/06757,1
1965,YAK/S/06761,1
1966,YAK/S/06764,1
1967,YAK/S/06768,1
1968,YAK/S/06770,1
1969,YAK/S/06773,1
1970,YAK/S/06777,1
1971,YAK/S/06780,1
1972,YAK/S/06783,1
1973,YAK/S/06792,1
1974,YAK/S/06795,1
1975,YAK/S/06796,1
1976,YAK/S/06801,1
1977,YAK/S/06804,1
1978,YAK/S/06808,1
1979,YAK/S/06809,1
1980,YAK/S/06812,1
1981,YAK/S/06816,1
1982,YAK/S/06821,1
1983,YAK/S/06824,1
1984,YAK/S/06827,1
1985,YAK/S/06828,1
1986,YAK/S/06829,1
1987,YAK/S/06830,1
1988,YAK/S/06832,1
1989,YAK/S/06836,1
1990,YAK/S/06837,1
1991,YAK/S/06839,1
1992,YAK/S/06840,1
1993,YAK/S/06842,1
1994,YAK/S/06843,1
1995,YAK/S/06846,1
1996,YAK/S/06847,1
1997,YAK/S/06848,1
1998,YAK/S/06850,1
1999,YAK/S/06854,1
2000,YAK/S/06859,1
2001,YAK/S/06861,1
2002,YAK/S/06862,1
2003,YAK/S/06864,1
2004,YAK/S/06865,1
2005,YAK/S/06871,1
2006,YAK/S/06872,1
2007,YAK/S/06875,1
2008,YAK/S/06883,1
2009,YAK/S/06890,1
2010,YAK/S/06891,1
2011,YAK/S/06894,1
2012,YAK/S/06896,1
2013,YAK/S/06898,1
2014,YAK/S/06901,1
2015,YAK/S/06905,1
2016,YAK/S/06907,1
2017,YAK/S/06913,1
2018,YAK/S/06916,1
2019,YAK/S/06917,1
2020,YAK/S/06922,1
2021,YAK/S/06923,1
2022,YAK/S/06926,1
2023,YAK/S/06932,1
2024,YAK/S/06936,1
2025,YAK/S/06943,1
2026,YAK/S/06945,1
2027,YAK/S/06946,1
2028,YAK/S/06947,1
2029,YAK/S/06948,1
2030,YAK/S/06952,1
2031,YAK/S/06953,1
2032,YAK/S/06956,1
2033,YAK/S/06963,1
2034,YAK/S/06964,1
2035,YAK/S/06965,1
2036,YAK/S/06968,1
2037,YAK/S/06969,1
2038,YAK/S/06970,1
2039,YAK/S/06976,1
2040,YAK/S/06977,1
2041,YAK/S/06980,1
2042,YAK/S/06981,1
2043,YAK/S/06985,1
2044,YAK/S/06986,1
2045,YAK/S/06990,1
2046,YAK/S/06991,1
2047,YAK/S/06993,1
2048,YAK/S/06994,1
2049,YAK/S/06996,1
2050,YAK/S/06997,1
2051,YAK/S/07000,1
2052,YAK/S/07006,1
2053,YAK/S/07007,1
2054,YAK/S/07009,1
2055,YAK/S/07010,1
2056,YAK/S/07012,1
2057,YAK/S/07013,1
2058,YAK/S/07015,1
2059,YAK/S/07027,1
2060,YAK/S/07035,1
2061,YAK/S/07039,1
2062,YAK/S/07040,1
2063,YAK/S/07044,1
2064,YAK/S/07046,1
2065,YAK/S/07059,1
